mp_id,full_name,club,mandate_status,district_number,category,count,url
275,Mirosław Adam Orliński,PSL-TD,aktywny,16,Pytania w sprawach bieżących:,38,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=275&Typ=PYT&Czyb=T
275,Mirosław Adam Orliński,PSL-TD,aktywny,16,Oświadczenia:,4,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=275&view=8
276,Łukasz Osmalak,Polska2050-TD,aktywny,30,"Interpelacje, którym nadano bieg:",86,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=276&Typ=INT&Czyb=T
276,Łukasz Osmalak,Polska2050-TD,aktywny,30,"Zapytania, którym nadano bieg:",8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=276&Typ=ZAP&Czyb=T
276,Łukasz Osmalak,Polska2050-TD,aktywny,30,Pytania w sprawach bieżących:,37,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=276&Typ=PYT&Czyb=T
276,Łukasz Osmalak,Polska2050-TD,aktywny,30,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=276&view=8
277,Katarzyna Osos,KO,aktywny,8,"Interpelacje, którym nadano bieg:",143,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=277&Typ=INT&Czyb=T
277,Katarzyna Osos,KO,aktywny,8,"Zapytania, którym nadano bieg:",21,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=277&Typ=ZAP&Czyb=T
277,Katarzyna Osos,KO,aktywny,8,Pytania w sprawach bieżących:,4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=277&Typ=PYT&Czyb=T
277,Katarzyna Osos,KO,aktywny,8,Oświadczenia:,4,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=277&view=8
278,Jacek Osuch,PiS,aktywny,13,"Interpelacje, którym nadano bieg:",9,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=278&Typ=INT&Czyb=T
278,Jacek Osuch,PiS,aktywny,13,"Zapytania, którym nadano bieg:",4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=278&Typ=ZAP&Czyb=T
278,Jacek Osuch,PiS,aktywny,13,Pytania w sprawach bieżących:,11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=278&Typ=PYT&Czyb=T
278,Jacek Osuch,PiS,aktywny,13,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=278&view=8
279,Jacek Ozdoba,PiS,wygasl,16,"Interpelacje, którym nadano bieg:",34,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=279&Typ=INT&Czyb=T
279,Jacek Ozdoba,PiS,wygasl,16,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=279&Typ=INT&Czyb=N
280,Teresa Pamuła,PiS,aktywny,22,"Interpelacje, którym nadano bieg:",32,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=280&Typ=INT&Czyb=T
280,Teresa Pamuła,PiS,aktywny,22,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=280&Typ=INT&Czyb=N
280,Teresa Pamuła,PiS,aktywny,22,"Zapytania, którym nadano bieg:",4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=280&Typ=ZAP&Czyb=T
280,Teresa Pamuła,PiS,aktywny,22,Pytania w sprawach bieżących:,14,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=280&Typ=PYT&Czyb=T
280,Teresa Pamuła,PiS,aktywny,22,Oświadczenia:,11,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=280&view=8
281,Paweł Papke,KO,aktywny,35,"Interpelacje, którym nadano bieg:",40,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=281&Typ=INT&Czyb=T
281,Paweł Papke,KO,aktywny,35,"Zapytania, którym nadano bieg:",4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=281&Typ=ZAP&Czyb=T
281,Paweł Papke,KO,aktywny,35,Pytania w sprawach bieżących:,6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=281&Typ=PYT&Czyb=T
282,Urszula Pasławska,PSL-TD,aktywny,35,"Interpelacje, którym nadano bieg:",74,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=282&Typ=INT&Czyb=T
282,Urszula Pasławska,PSL-TD,aktywny,35,"Zapytania, którym nadano bieg:",8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=282&Typ=ZAP&Czyb=T
282,Urszula Pasławska,PSL-TD,aktywny,35,Pytania w sprawach bieżących:,36,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=282&Typ=PYT&Czyb=T
282,Urszula Pasławska,PSL-TD,aktywny,35,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=282&view=8
283,Krzysztof Paszyk,PSL-TD,aktywny,38,Pytania w sprawach bieżących:,10,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=283&Typ=PYT&Czyb=T
284,Karolina Pawliczak,KO,aktywny,36,"Interpelacje, którym nadano bieg:",30,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=284&Typ=INT&Czyb=T
284,Karolina Pawliczak,KO,aktywny,36,"Zapytania, którym nadano bieg:",6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=284&Typ=ZAP&Czyb=T
284,Karolina Pawliczak,KO,aktywny,36,Pytania w sprawach bieżących:,11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=284&Typ=PYT&Czyb=T
284,Karolina Pawliczak,KO,aktywny,36,Oświadczenia:,7,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=284&view=8
285,Bartłomiej Pejo,Konfederacja,aktywny,6,"Interpelacje, którym nadano bieg:",33,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=285&Typ=INT&Czyb=T
285,Bartłomiej Pejo,Konfederacja,aktywny,6,Oświadczenia:,2,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=285&view=8
286,Ryszard Petru,Polska2050-TD,aktywny,19,"Interpelacje, którym nadano bieg:",9,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=286&Typ=INT&Czyb=T
286,Ryszard Petru,Polska2050-TD,aktywny,19,Pytania w sprawach bieżących:,37,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=286&Typ=PYT&Czyb=T
287,Małgorzata Pępek,KO,aktywny,27,"Interpelacje, którym nadano bieg:",183,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=287&Typ=INT&Czyb=T
287,Małgorzata Pępek,KO,aktywny,27,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=287&Typ=INT&Czyb=N
287,Małgorzata Pępek,KO,aktywny,27,"Zapytania, którym nadano bieg:",6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=287&Typ=ZAP&Czyb=T
287,Małgorzata Pępek,KO,aktywny,27,Pytania w sprawach bieżących:,10,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=287&Typ=PYT&Czyb=T
288,Bolesław Piecha,PiS,aktywny,30,"Interpelacje, którym nadano bieg:",12,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=288&Typ=INT&Czyb=T
288,Bolesław Piecha,PiS,aktywny,30,"Zapytania, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=288&Typ=ZAP&Czyb=T
289,Grzegorz Piechowiak,PiS,aktywny,38,"Interpelacje, którym nadano bieg:",18,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=289&Typ=INT&Czyb=T
289,Grzegorz Piechowiak,PiS,aktywny,38,"Zapytania, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=289&Typ=ZAP&Czyb=T
289,Grzegorz Piechowiak,PiS,aktywny,38,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=289&Typ=PYT&Czyb=T
290,Anna Pieczarka,PiS,aktywny,15,"Interpelacje, którym nadano bieg:",21,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=290&Typ=INT&Czyb=T
290,Anna Pieczarka,PiS,aktywny,15,"Zapytania, którym nadano bieg:",4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=290&Typ=ZAP&Czyb=T
290,Anna Pieczarka,PiS,aktywny,15,Pytania w sprawach bieżących:,4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=290&Typ=PYT&Czyb=T
290,Anna Pieczarka,PiS,aktywny,15,Oświadczenia:,51,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=290&view=8
291,Katarzyna Maria Piekarska,KO,aktywny,19,"Interpelacje, którym nadano bieg:",15,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=291&Typ=INT&Czyb=T
291,Katarzyna Maria Piekarska,KO,aktywny,19,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=291&Typ=ZAP&Czyb=T
291,Katarzyna Maria Piekarska,KO,aktywny,19,Pytania w sprawach bieżących:,21,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=291&Typ=PYT&Czyb=T
291,Katarzyna Maria Piekarska,KO,aktywny,19,Oświadczenia:,8,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=291&view=8
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,"Interpelacje, którym nadano bieg:",40,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=292&Typ=INT&Czyb=T
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=292&Typ=INT&Czyb=N
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,"Zapytania, którym nadano bieg:",18,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=292&Typ=ZAP&Czyb=T
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,Pytania w sprawach bieżących:,37,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=292&Typ=PYT&Czyb=T
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,Oświadczenia:,6,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=292&view=8
293,Lucjan Marek Pietrzczyk,KO,aktywny,33,"Interpelacje, którym nadano bieg:",18,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=293&Typ=INT&Czyb=T
293,Lucjan Marek Pietrzczyk,KO,aktywny,33,Pytania w sprawach bieżących:,25,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=293&Typ=PYT&Czyb=T
294,Dariusz Piontkowski,PiS,aktywny,24,"Interpelacje, którym nadano bieg:",41,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=294&Typ=INT&Czyb=T
294,Dariusz Piontkowski,PiS,aktywny,24,"Zapytania, którym nadano bieg:",4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=294&Typ=ZAP&Czyb=T
294,Dariusz Piontkowski,PiS,aktywny,24,Pytania w sprawach bieżących:,2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=294&Typ=PYT&Czyb=T
295,Kazimierz Plocke,KO,aktywny,26,"Interpelacje, którym nadano bieg:",4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=295&Typ=INT&Czyb=T
295,Kazimierz Plocke,KO,aktywny,26,Pytania w sprawach bieżących:,11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=295&Typ=PYT&Czyb=T
296,Grzegorz Płaczek,Konfederacja,aktywny,31,"Interpelacje, którym nadano bieg:",112,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=296&Typ=INT&Czyb=T
296,Grzegorz Płaczek,Konfederacja,aktywny,31,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=296&Typ=INT&Czyb=N
296,Grzegorz Płaczek,Konfederacja,aktywny,31,"Zapytania, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=296&Typ=ZAP&Czyb=T
296,Grzegorz Płaczek,Konfederacja,aktywny,31,Pytania w sprawach bieżących:,23,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=296&Typ=PYT&Czyb=T
296,Grzegorz Płaczek,Konfederacja,aktywny,31,Oświadczenia:,23,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=296&view=8
297,Kacper Płażyński,PiS,aktywny,25,"Interpelacje, którym nadano bieg:",17,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=297&Typ=INT&Czyb=T
297,Kacper Płażyński,PiS,aktywny,25,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=297&Typ=PYT&Czyb=T
298,Szymon Pogoda,PiS,aktywny,1,"Interpelacje, którym nadano bieg:",46,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=298&Typ=INT&Czyb=T
298,Szymon Pogoda,PiS,aktywny,1,"Zapytania, którym nadano bieg:",5,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=298&Typ=ZAP&Czyb=T
298,Szymon Pogoda,PiS,aktywny,1,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=298&Typ=PYT&Czyb=T
298,Szymon Pogoda,PiS,aktywny,1,Oświadczenia:,2,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=298&view=8
299,Jerzy Polaczek,PiS,aktywny,31,"Interpelacje, którym nadano bieg:",79,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=299&Typ=INT&Czyb=T
299,Jerzy Polaczek,PiS,aktywny,31,"Zapytania, którym nadano bieg:",26,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=299&Typ=ZAP&Czyb=T
299,Jerzy Polaczek,PiS,aktywny,31,"Zapytania, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=299&Typ=ZAP&Czyb=N
299,Jerzy Polaczek,PiS,aktywny,31,Pytania w sprawach bieżących:,5,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=299&Typ=PYT&Czyb=T
299,Jerzy Polaczek,PiS,aktywny,31,Oświadczenia:,2,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=299&view=8
300,Elżbieta Anna Polak,KO,aktywny,8,"Interpelacje, którym nadano bieg:",30,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=300&Typ=INT&Czyb=T
300,Elżbieta Anna Polak,KO,aktywny,8,"Zapytania, którym nadano bieg:",11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=300&Typ=ZAP&Czyb=T
300,Elżbieta Anna Polak,KO,aktywny,8,Pytania w sprawach bieżących:,16,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=300&Typ=PYT&Czyb=T
300,Elżbieta Anna Polak,KO,aktywny,8,Oświadczenia:,2,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=300&view=8
301,Piotr Polak,PiS,aktywny,11,"Interpelacje, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=301&Typ=INT&Czyb=T
301,Piotr Polak,PiS,aktywny,11,Pytania w sprawach bieżących:,1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=301&Typ=PYT&Czyb=T
301,Piotr Polak,PiS,aktywny,11,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=301&view=8
302,Agnieszka Pomaska,KO,aktywny,25,"Interpelacje, którym nadano bieg:",6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=302&Typ=INT&Czyb=T
302,Agnieszka Pomaska,KO,aktywny,25,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=302&Typ=ZAP&Czyb=T
302,Agnieszka Pomaska,KO,aktywny,25,Pytania w sprawach bieżących:,2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=302&Typ=PYT&Czyb=T
303,Marcin Porzucek,PiS,aktywny,38,"Interpelacje, którym nadano bieg:",179,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=303&Typ=INT&Czyb=T
303,Marcin Porzucek,PiS,aktywny,38,"Zapytania, którym nadano bieg:",151,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=303&Typ=ZAP&Czyb=T
304,Jacek Protas,KO,wygasl,34,"Interpelacje, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=304&Typ=INT&Czyb=T
305,Marcin Przydacz,PiS,wygasl,11,"Interpelacje, którym nadano bieg:",20,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=305&Typ=INT&Czyb=T
305,Marcin Przydacz,PiS,wygasl,11,"Zapytania, którym nadano bieg:",5,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=305&Typ=ZAP&Czyb=T
305,Marcin Przydacz,PiS,wygasl,11,"Zapytania, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=305&Typ=ZAP&Czyb=N
305,Marcin Przydacz,PiS,wygasl,11,Pytania w sprawach bieżących:,4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=305&Typ=PYT&Czyb=T
305,Marcin Przydacz,PiS,wygasl,11,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=305&view=8
306,Grzegorz Puda,PiS,aktywny,27,"Interpelacje, którym nadano bieg:",36,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=306&Typ=INT&Czyb=T
306,Grzegorz Puda,PiS,aktywny,27,"Zapytania, którym nadano bieg:",20,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=306&Typ=ZAP&Czyb=T
306,Grzegorz Puda,PiS,aktywny,27,"Zapytania, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=306&Typ=ZAP&Czyb=N
306,Grzegorz Puda,PiS,aktywny,27,Pytania w sprawach bieżących:,2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=306&Typ=PYT&Czyb=T
306,Grzegorz Puda,PiS,aktywny,27,Oświadczenia:,2,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=306&view=8
307,Michał Pyrzyk,PSL-TD,aktywny,37,"Interpelacje, którym nadano bieg:",11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=307&Typ=INT&Czyb=T
307,Michał Pyrzyk,PSL-TD,aktywny,37,"Zapytania, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=307&Typ=ZAP&Czyb=T
307,Michał Pyrzyk,PSL-TD,aktywny,37,Pytania w sprawach bieżących:,36,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=307&Typ=PYT&Czyb=T
307,Michał Pyrzyk,PSL-TD,aktywny,37,Oświadczenia:,26,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=307&view=8
308,Renata Rak,KO,aktywny,40,"Interpelacje, którym nadano bieg:",35,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=308&Typ=INT&Czyb=T
308,Renata Rak,KO,aktywny,40,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=308&Typ=INT&Czyb=N
308,Renata Rak,KO,aktywny,40,"Zapytania, którym nadano bieg:",11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=308&Typ=ZAP&Czyb=T
308,Renata Rak,KO,aktywny,40,Pytania w sprawach bieżących:,15,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=308&Typ=PYT&Czyb=T
308,Renata Rak,KO,aktywny,40,Oświadczenia:,24,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=308&view=8
309,Ireneusz Raś,PSL-TD,aktywny,13,"Interpelacje, którym nadano bieg:",24,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=309&Typ=INT&Czyb=T
309,Ireneusz Raś,PSL-TD,aktywny,13,Pytania w sprawach bieżących:,10,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=309&Typ=PYT&Czyb=T
309,Ireneusz Raś,PSL-TD,aktywny,13,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=309&view=8
310,Zbigniew Rau,PiS,aktywny,9,Pytania w sprawach bieżących:,2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=310&Typ=PYT&Czyb=T
311,Marcin Romanowski,PiS,aktywny,7,"Interpelacje, którym nadano bieg:",153,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=311&Typ=INT&Czyb=T
311,Marcin Romanowski,PiS,aktywny,7,"Zapytania, którym nadano bieg:",9,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=311&Typ=ZAP&Czyb=T
311,Marcin Romanowski,PiS,aktywny,7,Oświadczenia:,4,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=311&view=8
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,"Interpelacje, którym nadano bieg:",95,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=312&Typ=INT&Czyb=T
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=312&Typ=ZAP&Czyb=T
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,Pytania w sprawach bieżących:,37,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=312&Typ=PYT&Czyb=T
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,Oświadczenia:,20,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=312&view=8
