mp_id,full_name,club,mandate_status,district_number,category,count,url
001,Andrzej Adamczyk,PiS,aktywny,13,,,
002,Piotr Adamowicz,KO,aktywny,25,"Interpelacje, którym nadano bieg:",26,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=002&Typ=INT&Czyb=T
002,Piotr Adamowicz,KO,aktywny,25,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=002&Typ=ZAP&Czyb=T
002,Piotr Adamowicz,KO,aktywny,25,Pytania w sprawach bieżących:,2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=002&Typ=PYT&Czyb=T
002,Piotr Adamowicz,KO,aktywny,25,Oświadczenia:,2,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=002&view=8
003,Adam Andruszkiewicz,PiS,wygasl,24,"Interpelacje, którym nadano bieg:",51,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=003&Typ=INT&Czyb=T
003,Adam Andruszkiewicz,PiS,wygasl,24,Pytania w sprawach bieżących:,4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=003&Typ=PYT&Czyb=T
003,Adam Andruszkiewicz,PiS,wygasl,24,Oświadczenia:,5,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=003&view=8
004,Waldemar Andzel,PiS,aktywny,32,"Interpelacje, którym nadano bieg:",74,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=004&Typ=INT&Czyb=T
004,Waldemar Andzel,PiS,aktywny,32,"Zapytania, którym nadano bieg:",10,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=004&Typ=ZAP&Czyb=T
004,Waldemar Andzel,PiS,aktywny,32,Pytania w sprawach bieżących:,39,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=004&Typ=PYT&Czyb=T
004,Waldemar Andzel,PiS,aktywny,32,Oświadczenia:,121,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=004&view=8
005,Dorota Arciszewska-Mielewczyk,PiS,aktywny,26,"Interpelacje, którym nadano bieg:",22,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=005&Typ=INT&Czyb=T
005,Dorota Arciszewska-Mielewczyk,PiS,aktywny,26,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=005&Typ=ZAP&Czyb=T
005,Dorota Arciszewska-Mielewczyk,PiS,aktywny,26,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=005&Typ=PYT&Czyb=T
005,Dorota Arciszewska-Mielewczyk,PiS,aktywny,26,Oświadczenia:,4,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=005&view=8
006,Jan Krzysztof Ardanowski,Republikanie,aktywny,5,"Interpelacje, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=006&Typ=INT&Czyb=T
007,Iwona Ewa Arent,PiS,aktywny,35,"Interpelacje, którym nadano bieg:",42,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=007&Typ=INT&Czyb=T
007,Iwona Ewa Arent,PiS,aktywny,35,"Zapytania, którym nadano bieg:",8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=007&Typ=ZAP&Czyb=T
007,Iwona Ewa Arent,PiS,aktywny,35,"Zapytania, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=007&Typ=ZAP&Czyb=N
007,Iwona Ewa Arent,PiS,aktywny,35,Pytania w sprawach bieżących:,5,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=007&Typ=PYT&Czyb=T
008,Bartosz Arłukowicz,KO,wygasl,40,Pytania w sprawach bieżących:,4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=008&Typ=PYT&Czyb=T
009,Marek Ast,PiS,aktywny,8,"Interpelacje, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=009&Typ=INT&Czyb=T
009,Marek Ast,PiS,aktywny,8,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=009&Typ=ZAP&Czyb=T
009,Marek Ast,PiS,aktywny,8,"Zapytania, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=009&Typ=ZAP&Czyb=N
009,Marek Ast,PiS,aktywny,8,Pytania w sprawach bieżących:,19,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=009&Typ=PYT&Czyb=T
010,Urszula Augustyn,KO,aktywny,15,"Interpelacje, którym nadano bieg:",33,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=010&Typ=INT&Czyb=T
010,Urszula Augustyn,KO,aktywny,15,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=010&Typ=ZAP&Czyb=T
010,Urszula Augustyn,KO,aktywny,15,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=010&Typ=PYT&Czyb=T
011,Piotr Babinetz,PiS,aktywny,22,"Interpelacje, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=011&Typ=INT&Czyb=T
011,Piotr Babinetz,PiS,aktywny,22,Pytania w sprawach bieżących:,6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=011&Typ=PYT&Czyb=T
012,Ryszard Bartosik,PiS,aktywny,37,"Interpelacje, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=012&Typ=INT&Czyb=T
012,Ryszard Bartosik,PiS,aktywny,37,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=012&Typ=INT&Czyb=N
012,Ryszard Bartosik,PiS,aktywny,37,Pytania w sprawach bieżących:,5,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=012&Typ=PYT&Czyb=T
012,Ryszard Bartosik,PiS,aktywny,37,Oświadczenia:,2,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=012&view=8
014,Barbara Bartuś,PiS,aktywny,14,"Interpelacje, którym nadano bieg:",59,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=014&Typ=INT&Czyb=T
014,Barbara Bartuś,PiS,aktywny,14,"Zapytania, którym nadano bieg:",13,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=014&Typ=ZAP&Czyb=T
014,Barbara Bartuś,PiS,aktywny,14,Pytania w sprawach bieżących:,40,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=014&Typ=PYT&Czyb=T
014,Barbara Bartuś,PiS,aktywny,14,Oświadczenia:,109,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=014&view=8
016,Konrad Berkowicz,Konfederacja,aktywny,13,"Interpelacje, którym nadano bieg:",8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=016&Typ=INT&Czyb=T
017,Sylwia Bielawska,KO,aktywny,2,"Interpelacje, którym nadano bieg:",64,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=017&Typ=INT&Czyb=T
017,Sylwia Bielawska,KO,aktywny,2,"Zapytania, którym nadano bieg:",11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=017&Typ=ZAP&Czyb=T
017,Sylwia Bielawska,KO,aktywny,2,Pytania w sprawach bieżących:,26,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=017&Typ=PYT&Czyb=T
017,Sylwia Bielawska,KO,aktywny,2,Oświadczenia:,9,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=017&view=8
018,Marek Biernacki,PSL-TD,aktywny,26,"Interpelacje, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=018&Typ=INT&Czyb=T
018,Marek Biernacki,PSL-TD,aktywny,26,"Zapytania, którym nadano bieg:",18,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=018&Typ=ZAP&Czyb=T
018,Marek Biernacki,PSL-TD,aktywny,26,Pytania w sprawach bieżących:,38,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=018&Typ=PYT&Czyb=T
019,Paweł Bliźniuk,KO,aktywny,9,"Interpelacje, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=019&Typ=INT&Czyb=T
019,Paweł Bliźniuk,KO,aktywny,9,Pytania w sprawach bieżących:,6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=019&Typ=PYT&Czyb=T
019,Paweł Bliźniuk,KO,aktywny,9,Oświadczenia:,2,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=019&view=8
020,Mariusz Błaszczak,PiS,aktywny,20,"Interpelacje, którym nadano bieg:",267,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=020&Typ=INT&Czyb=T
020,Mariusz Błaszczak,PiS,aktywny,20,"Interpelacje, którym nie nadano biegu:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=020&Typ=INT&Czyb=N
020,Mariusz Błaszczak,PiS,aktywny,20,"Zapytania, którym nadano bieg:",45,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=020&Typ=ZAP&Czyb=T
020,Mariusz Błaszczak,PiS,aktywny,20,Pytania w sprawach bieżących:,32,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=020&Typ=PYT&Czyb=T
021,Mateusz Bochenek,KO,aktywny,32,"Interpelacje, którym nadano bieg:",18,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=021&Typ=INT&Czyb=T
021,Mateusz Bochenek,KO,aktywny,32,Pytania w sprawach bieżących:,20,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=021&Typ=PYT&Czyb=T
022,Rafał Bochenek,PiS,aktywny,12,"Interpelacje, którym nadano bieg:",17,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=022&Typ=INT&Czyb=T
022,Rafał Bochenek,PiS,aktywny,12,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=022&Typ=ZAP&Czyb=T
022,Rafał Bochenek,PiS,aktywny,12,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=022&Typ=PYT&Czyb=T
023,Izabela Bodnar,niez.,aktywny,3,"Interpelacje, którym nadano bieg:",66,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=023&Typ=INT&Czyb=T
023,Izabela Bodnar,niez.,aktywny,3,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=023&Typ=INT&Czyb=N
023,Izabela Bodnar,niez.,aktywny,3,"Zapytania, którym nadano bieg:",14,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=023&Typ=ZAP&Czyb=T
023,Izabela Bodnar,niez.,aktywny,3,Pytania w sprawach bieżących:,33,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=023&Typ=PYT&Czyb=T
023,Izabela Bodnar,niez.,aktywny,3,Oświadczenia:,2,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=023&view=8
024,Jacek Bogucki,PiS,aktywny,24,"Interpelacje, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=024&Typ=INT&Czyb=T
024,Jacek Bogucki,PiS,aktywny,24,Pytania w sprawach bieżących:,4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=024&Typ=PYT&Czyb=T
024,Jacek Bogucki,PiS,aktywny,24,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=024&view=8
025,Zbigniew Bogucki,PiS,wygasl,41,Pytania w sprawach bieżących:,11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=025&Typ=PYT&Czyb=T
025,Zbigniew Bogucki,PiS,wygasl,41,Oświadczenia:,49,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=025&view=8
026,Krzysztof Bojarski,KO,aktywny,6,"Interpelacje, którym nadano bieg:",6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=026&Typ=INT&Czyb=T
026,Krzysztof Bojarski,KO,aktywny,6,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=026&Typ=ZAP&Czyb=T
026,Krzysztof Bojarski,KO,aktywny,6,Pytania w sprawach bieżących:,14,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=026&Typ=PYT&Czyb=T
027,Joanna Borowiak,PiS,aktywny,5,"Interpelacje, którym nadano bieg:",58,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=027&Typ=INT&Czyb=T
027,Joanna Borowiak,PiS,aktywny,5,"Zapytania, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=027&Typ=ZAP&Czyb=T
027,Joanna Borowiak,PiS,aktywny,5,"Zapytania, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=027&Typ=ZAP&Czyb=N
027,Joanna Borowiak,PiS,aktywny,5,Pytania w sprawach bieżących:,38,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=027&Typ=PYT&Czyb=T
027,Joanna Borowiak,PiS,aktywny,5,Oświadczenia:,3,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=027&view=8
028,Kamil Bortniczuk,PiS,aktywny,16,"Interpelacje, którym nadano bieg:",8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=028&Typ=INT&Czyb=T
028,Kamil Bortniczuk,PiS,aktywny,16,Pytania w sprawach bieżących:,4,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=028&Typ=PYT&Czyb=T
029,Piotr Borys,KO,aktywny,1,"Interpelacje, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=029&Typ=INT&Czyb=T
029,Piotr Borys,KO,aktywny,1,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=029&Typ=ZAP&Czyb=T
030,Bożena Borys-Szopa,PiS,aktywny,29,"Interpelacje, którym nadano bieg:",27,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=030&Typ=INT&Czyb=T
030,Bożena Borys-Szopa,PiS,aktywny,29,Pytania w sprawach bieżących:,13,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=030&Typ=PYT&Czyb=T
031,Marcin Bosacki,KO,aktywny,39,Pytania w sprawach bieżących:,10,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=031&Typ=PYT&Czyb=T
032,Karina Anna Bosak,Konfederacja,aktywny,20,"Interpelacje, którym nadano bieg:",89,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=032&Typ=INT&Czyb=T
032,Karina Anna Bosak,Konfederacja,aktywny,20,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=032&Typ=INT&Czyb=N
032,Karina Anna Bosak,Konfederacja,aktywny,20,"Zapytania, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=032&Typ=ZAP&Czyb=T
033,Krzysztof Bosak,Konfederacja,aktywny,24,"Interpelacje, którym nadano bieg:",31,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=033&Typ=INT&Czyb=T
033,Krzysztof Bosak,Konfederacja,aktywny,24,Oświadczenia:,4,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=033&view=8
034,Grzegorz Braun,Konfederacja,wygasl,23,"Interpelacje, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=034&Typ=INT&Czyb=T
034,Grzegorz Braun,Konfederacja,wygasl,23,Pytania w sprawach bieżących:,1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=034&Typ=PYT&Czyb=T
034,Grzegorz Braun,Konfederacja,wygasl,23,Oświadczenia:,26,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=034&view=8
036,Agnieszka Buczyńska,Polska2050-TD,aktywny,25,"Interpelacje, którym nadano bieg:",47,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=036&Typ=INT&Czyb=T
036,Agnieszka Buczyńska,Polska2050-TD,aktywny,25,Pytania w sprawach bieżących:,19,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=036&Typ=PYT&Czyb=T
037,Waldemar Buda,PiS,wygasl,9,"Interpelacje, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=037&Typ=INT&Czyb=T
037,Waldemar Buda,PiS,wygasl,9,"Zapytania, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=037&Typ=ZAP&Czyb=T
037,Waldemar Buda,PiS,wygasl,9,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=037&Typ=PYT&Czyb=T
039,Elżbieta Burkiewicz,Polska2050-TD,aktywny,23,"Interpelacje, którym nadano bieg:",30,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=039&Typ=INT&Czyb=T
039,Elżbieta Burkiewicz,Polska2050-TD,aktywny,23,"Zapytania, którym nadano bieg:",3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=039&Typ=ZAP&Czyb=T
039,Elżbieta Burkiewicz,Polska2050-TD,aktywny,23,Pytania w sprawach bieżących:,37,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=039&Typ=PYT&Czyb=T
039,Elżbieta Burkiewicz,Polska2050-TD,aktywny,23,Oświadczenia:,10,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=039&view=8
040,Lidia Burzyńska,PiS,aktywny,28,"Interpelacje, którym nadano bieg:",39,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=040&Typ=INT&Czyb=T
040,Lidia Burzyńska,PiS,aktywny,28,"Zapytania, którym nadano bieg:",7,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=040&Typ=ZAP&Czyb=T
040,Lidia Burzyńska,PiS,aktywny,28,Pytania w sprawach bieżących:,31,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=040&Typ=PYT&Czyb=T
040,Lidia Burzyńska,PiS,aktywny,28,Oświadczenia:,1,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=040&view=8
041,Marek Jan Chmielewski,KO,aktywny,2,"Interpelacje, którym nadano bieg:",33,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=041&Typ=INT&Czyb=T
041,Marek Jan Chmielewski,KO,aktywny,2,"Zapytania, którym nadano bieg:",6,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=041&Typ=ZAP&Czyb=T
041,Marek Jan Chmielewski,KO,aktywny,2,Pytania w sprawach bieżących:,14,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=041&Typ=PYT&Czyb=T
041,Marek Jan Chmielewski,KO,aktywny,2,Oświadczenia:,11,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=041&view=8
042,Zbigniew Chmielowiec,PiS,aktywny,23,"Interpelacje, którym nadano bieg:",30,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=042&Typ=INT&Czyb=T
042,Zbigniew Chmielowiec,PiS,aktywny,23,"Interpelacje, którym nie nadano biegu:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=042&Typ=INT&Czyb=N
042,Zbigniew Chmielowiec,PiS,aktywny,23,"Zapytania, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=042&Typ=ZAP&Czyb=T
042,Zbigniew Chmielowiec,PiS,aktywny,23,Pytania w sprawach bieżących:,11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=042&Typ=PYT&Czyb=T
042,Zbigniew Chmielowiec,PiS,aktywny,23,Oświadczenia:,3,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=042&view=8
043,Artur Chojecki,PiS,aktywny,35,"Interpelacje, którym nadano bieg:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=043&Typ=INT&Czyb=T
043,Artur Chojecki,PiS,aktywny,35,Pytania w sprawach bieżących:,3,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=043&Typ=PYT&Czyb=T
044,Kazimierz Bogusław Choma,PiS,aktywny,6,"Interpelacje, którym nadano bieg:",28,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=044&Typ=INT&Czyb=T
044,Kazimierz Bogusław Choma,PiS,aktywny,6,"Interpelacje, którym nie nadano biegu:",2,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=044&Typ=INT&Czyb=N
044,Kazimierz Bogusław Choma,PiS,aktywny,6,"Zapytania, którym nadano bieg:",1,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=044&Typ=ZAP&Czyb=T
044,Kazimierz Bogusław Choma,PiS,aktywny,6,Pytania w sprawach bieżących:,8,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=044&Typ=PYT&Czyb=T
044,Kazimierz Bogusław Choma,PiS,aktywny,6,Oświadczenia:,22,https://www.sejm.gov.pl/sejm10.nsf/interpelacje.xsp?symbol=OSWIADCZENIA&id=044&view=8
045,Dominika Chorosińska,PiS,aktywny,20,"Interpelacje, którym nadano bieg:",11,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=045&Typ=INT&Czyb=T
045,Dominika Chorosińska,PiS,aktywny,20,Pytania w sprawach bieżących:,7,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=045&Typ=PYT&Czyb=T
046,Tadeusz Chrzan,PiS,aktywny,22,"Interpelacje, którym nadano bieg:",74,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=046&Typ=INT&Czyb=T
046,Tadeusz Chrzan,PiS,aktywny,22,"Zapytania, którym nadano bieg:",7,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=POSELIZL&NrKadencji=10&Nrl=046&Typ=ZAP&Czyb=T
