mp_id,full_name,club,mandate_status,district_number,label,count,url
275,Mirosław Adam Orliński,PSL-TD,aktywny,16,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=275&type=P&symbol=WYPOWIEDZI_POSLA
276,Łukasz Osmalak,Polska2050-TD,aktywny,30,Wypowiedzi,72,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=276&type=P&symbol=WYPOWIEDZI_POSLA
277,Katarzyna Osos,KO,aktywny,8,Wypowiedzi łącznie,5,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=277&type=P&symbol=WYPOWIEDZI_POSLA
278,Jacek Osuch,PiS,aktywny,13,Wypowiedzi,6,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=278&type=P&symbol=WYPOWIEDZI_POSLA
279,Jacek Ozdoba,PiS,wygasl,16,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=279&type=P&symbol=WYPOWIEDZI_POSLA
280,Teresa Pamuła,PiS,aktywny,22,Wypowiedzi,48,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=280&type=P&symbol=WYPOWIEDZI_POSLA
281,Paweł Papke,KO,aktywny,35,Wypowiedzi,19,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=281&type=P&symbol=WYPOWIEDZI_POSLA
282,Urszula Pasławska,PSL-TD,aktywny,35,Wypowiedzi łącznie,5,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=282&type=P&symbol=WYPOWIEDZI_POSLA
283,Krzysztof Paszyk,PSL-TD,aktywny,38,Wypowiedzi łącznie,15,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=283&type=P&symbol=WYPOWIEDZI_POSLA
284,Karolina Pawliczak,KO,aktywny,36,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=284&type=P&symbol=WYPOWIEDZI_POSLA
285,Bartłomiej Pejo,Konfederacja,aktywny,6,Wypowiedzi,81,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=285&type=P&symbol=WYPOWIEDZI_POSLA
286,Ryszard Petru,Polska2050-TD,aktywny,19,Wypowiedzi,36,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=286&type=P&symbol=WYPOWIEDZI_POSLA
287,Małgorzata Pępek,KO,aktywny,27,Wypowiedzi łącznie,7,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=287&type=P&symbol=WYPOWIEDZI_POSLA
288,Bolesław Piecha,PiS,aktywny,30,Wypowiedzi,4,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=288&type=P&symbol=WYPOWIEDZI_POSLA
289,Grzegorz Piechowiak,PiS,aktywny,38,Wypowiedzi,15,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=289&type=P&symbol=WYPOWIEDZI_POSLA
290,Anna Pieczarka,PiS,aktywny,15,Wypowiedzi łącznie,14,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=290&type=P&symbol=WYPOWIEDZI_POSLA
291,Katarzyna Maria Piekarska,KO,aktywny,19,Wypowiedzi,40,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=291&type=P&symbol=WYPOWIEDZI_POSLA
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,Wypowiedzi,71,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=292&type=P&symbol=WYPOWIEDZI_POSLA
293,Lucjan Marek Pietrzczyk,KO,aktywny,33,Wypowiedzi,11,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=293&type=P&symbol=WYPOWIEDZI_POSLA
294,Dariusz Piontkowski,PiS,aktywny,24,Wypowiedzi,20,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=294&type=P&symbol=WYPOWIEDZI_POSLA
295,Kazimierz Plocke,KO,aktywny,26,Wypowiedzi,21,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=295&type=P&symbol=WYPOWIEDZI_POSLA
296,Grzegorz Płaczek,Konfederacja,aktywny,31,Wypowiedzi,148,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=296&type=P&symbol=WYPOWIEDZI_POSLA
297,Kacper Płażyński,PiS,aktywny,25,Wypowiedzi,19,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=297&type=P&symbol=WYPOWIEDZI_POSLA
298,Szymon Pogoda,PiS,aktywny,1,Wypowiedzi,20,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=298&type=P&symbol=WYPOWIEDZI_POSLA
299,Jerzy Polaczek,PiS,aktywny,31,Wypowiedzi,15,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=299&type=P&symbol=WYPOWIEDZI_POSLA
300,Elżbieta Anna Polak,KO,aktywny,8,Wypowiedzi,90,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=300&type=P&symbol=WYPOWIEDZI_POSLA
301,Piotr Polak,PiS,aktywny,11,Wypowiedzi,18,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=301&type=P&symbol=WYPOWIEDZI_POSLA
302,Agnieszka Pomaska,KO,aktywny,25,Wypowiedzi,21,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=302&type=P&symbol=WYPOWIEDZI_POSLA
303,Marcin Porzucek,PiS,aktywny,38,Wypowiedzi,117,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=303&type=P&symbol=WYPOWIEDZI_POSLA
304,Jacek Protas,KO,wygasl,34,Wypowiedzi łącznie,4,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=304&type=P&symbol=WYPOWIEDZI_POSLA
305,Marcin Przydacz,PiS,wygasl,11,Wypowiedzi,49,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=305&type=P&symbol=WYPOWIEDZI_POSLA
306,Grzegorz Puda,PiS,aktywny,27,Wypowiedzi,26,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=306&type=P&symbol=WYPOWIEDZI_POSLA
307,Michał Pyrzyk,PSL-TD,aktywny,37,Wypowiedzi łącznie,16,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=307&type=P&symbol=WYPOWIEDZI_POSLA
308,Renata Rak,KO,aktywny,40,Wypowiedzi,101,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=308&type=P&symbol=WYPOWIEDZI_POSLA
309,Ireneusz Raś,PSL-TD,aktywny,13,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=309&type=P&symbol=WYPOWIEDZI_POSLA
310,Zbigniew Rau,PiS,aktywny,9,Wypowiedzi,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=310&type=P&symbol=WYPOWIEDZI_POSLA
311,Marcin Romanowski,PiS,aktywny,7,Wypowiedzi,9,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=311&type=P&symbol=WYPOWIEDZI_POSLA
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,Wypowiedzi,150,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=312&type=P&symbol=WYPOWIEDZI_POSLA
313,Monika Rosa,KO,aktywny,31,Wypowiedzi,58,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=313&type=P&symbol=WYPOWIEDZI_POSLA
314,Wiesław Różyński,PSL-TD,aktywny,7,Wypowiedzi,68,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=314&type=P&symbol=WYPOWIEDZI_POSLA
315,Urszula Rusecka,PiS,aktywny,15,Wypowiedzi,62,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=315&type=P&symbol=WYPOWIEDZI_POSLA
316,Grzegorz Rusiecki,KO,wygasl,36,Wypowiedzi,23,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=316&type=P&symbol=WYPOWIEDZI_POSLA
317,Jakub Rutnicki,KO,aktywny,38,Wypowiedzi łącznie,3,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=317&type=P&symbol=WYPOWIEDZI_POSLA
318,Paweł Rychlik,PiS,aktywny,11,Wypowiedzi,99,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=318&type=P&symbol=WYPOWIEDZI_POSLA
319,Marek Rząsa,KO,aktywny,22,Wypowiedzi,25,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=319&type=P&symbol=WYPOWIEDZI_POSLA
320,Jarosław Rzepa,PSL-TD,aktywny,41,Wypowiedzi,54,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=320&type=P&symbol=WYPOWIEDZI_POSLA
321,Jarosław Sachajko,Republikanie,aktywny,7,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=321&type=P&symbol=WYPOWIEDZI_POSLA
322,Paweł Sałek,PiS,aktywny,10,Wypowiedzi,93,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=322&type=P&symbol=WYPOWIEDZI_POSLA
323,Wojciech Saługa,KO,wygasl,32,Wypowiedzi,3,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=323&type=P&symbol=WYPOWIEDZI_POSLA
324,Tadeusz Samborski,PSL-TD,aktywny,1,Wypowiedzi,65,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=324&type=P&symbol=WYPOWIEDZI_POSLA
325,Jacek Sasin,PiS,aktywny,24,Wypowiedzi,8,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=325&type=P&symbol=WYPOWIEDZI_POSLA
326,Marek Sawicki,PSL-TD,aktywny,18,Wypowiedzi,39,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=326&type=P&symbol=WYPOWIEDZI_POSLA
327,Ewa Schädler,Polska2050-TD,aktywny,39,Wypowiedzi,56,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=327&type=P&symbol=WYPOWIEDZI_POSLA
328,Joanna Scheuring-Wielgus,Lewica,wygasl,5,Wypowiedzi łącznie,8,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=328&type=P&symbol=WYPOWIEDZI_POSLA
329,Anna Schmidt,PiS,aktywny,22,Wypowiedzi,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=329&type=P&symbol=WYPOWIEDZI_POSLA
330,Łukasz Schreiber,PiS,aktywny,4,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=330&type=P&symbol=WYPOWIEDZI_POSLA
331,Jarosław Sellin,PiS,aktywny,25,Wypowiedzi,6,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=331&type=P&symbol=WYPOWIEDZI_POSLA
332,Olga Ewa Semeniuk-Patkowska,PiS,aktywny,35,Wypowiedzi,9,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=332&type=P&symbol=WYPOWIEDZI_POSLA
333,Edward Siarka,PiS,aktywny,14,Wypowiedzi,17,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=333&type=P&symbol=WYPOWIEDZI_POSLA
334,Krystyna Sibińska,KO,aktywny,8,Wypowiedzi łącznie,3,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=334&type=P&symbol=WYPOWIEDZI_POSLA
335,Czesław Siekierski,PSL-TD,aktywny,33,Wypowiedzi łącznie,14,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=335&type=P&symbol=WYPOWIEDZI_POSLA
336,Rafał Siemaszko,KO,aktywny,26,Wypowiedzi,5,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=336&type=P&symbol=WYPOWIEDZI_POSLA
337,Tomasz Siemoniak,KO,aktywny,21,Wypowiedzi łącznie,9,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=337&type=P&symbol=WYPOWIEDZI_POSLA
338,Bartłomiej Sienkiewicz,KO,wygasl,13,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=338&type=P&symbol=WYPOWIEDZI_POSLA
339,Arkadiusz Sikora,Lewica,aktywny,1,Wypowiedzi łącznie,12,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=339&type=P&symbol=WYPOWIEDZI_POSLA
340,Włodzimierz Skalik,Konfederacja_KP,aktywny,21,Wypowiedzi,173,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=340&type=P&symbol=WYPOWIEDZI_POSLA
341,Marcin Skonieczka,Polska2050-TD,aktywny,5,Wypowiedzi łącznie,40,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=341&type=P&symbol=WYPOWIEDZI_POSLA
342,Krystyna Skowrońska,KO,aktywny,23,Wypowiedzi,179,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=342&type=P&symbol=WYPOWIEDZI_POSLA
343,Sławomir Skwarek,PiS,aktywny,6,Wypowiedzi,26,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=343&type=P&symbol=WYPOWIEDZI_POSLA
344,Waldemar Sługocki,KO,aktywny,8,Wypowiedzi łącznie,6,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=344&type=P&symbol=WYPOWIEDZI_POSLA
345,Weronika Smarduch,KO,aktywny,14,Wypowiedzi,28,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=345&type=P&symbol=WYPOWIEDZI_POSLA
346,Kazimierz Smoliński,PiS,aktywny,25,Wypowiedzi,49,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=346&type=P&symbol=WYPOWIEDZI_POSLA
347,Anna Sobolak,KO,aktywny,3,Wypowiedzi,30,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=347&type=P&symbol=WYPOWIEDZI_POSLA
348,Krzysztof Sobolewski,PiS,aktywny,23,Brak aktywności,,
349,Artur Soboń,PiS,wygasl,6,Brak aktywności,,
350,Agnieszka Anna Soin,PiS,aktywny,3,Wypowiedzi łącznie,12,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=350&type=P&symbol=WYPOWIEDZI_POSLA
351,Zbigniew Sosnowski,PSL-TD,aktywny,5,Wypowiedzi,39,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=351&type=P&symbol=WYPOWIEDZI_POSLA
352,Marek Sowa,KO,aktywny,12,Wypowiedzi,59,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=352&type=P&symbol=WYPOWIEDZI_POSLA
353,Katarzyna Sójka,PiS,aktywny,36,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=353&type=P&symbol=WYPOWIEDZI_POSLA
354,Magdalena Sroka,PSL-TD,aktywny,25,Wypowiedzi,20,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=354&type=P&symbol=WYPOWIEDZI_POSLA
355,Mirosława Stachowiak-Różecka,PiS,aktywny,3,Wypowiedzi,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=355&type=P&symbol=WYPOWIEDZI_POSLA
356,Dariusz Stefaniuk,PiS,aktywny,7,Wypowiedzi,19,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=356&type=P&symbol=WYPOWIEDZI_POSLA
357,Franciszek Sterczewski,KO,aktywny,39,Wypowiedzi,36,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=357&type=P&symbol=WYPOWIEDZI_POSLA
358,Piotr Paweł Strach,Polska2050-TD,aktywny,29,Wypowiedzi łącznie,4,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=358&type=P&symbol=WYPOWIEDZI_POSLA
359,Mirosław Suchoń,Polska2050-TD,aktywny,27,Wypowiedzi,73,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=359&type=P&symbol=WYPOWIEDZI_POSLA
360,Marek Suski,PiS,aktywny,17,Wypowiedzi,66,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=360&type=P&symbol=WYPOWIEDZI_POSLA
361,Paweł Suski,KO,aktywny,40,Wypowiedzi,27,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=361&type=P&symbol=WYPOWIEDZI_POSLA
362,Artur Szałabawka,PiS,aktywny,41,Wypowiedzi łącznie,25,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=362&type=P&symbol=WYPOWIEDZI_POSLA
363,Wojciech Szarama,PiS,aktywny,29,Wypowiedzi,17,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=363&type=P&symbol=WYPOWIEDZI_POSLA
364,Wiesław Szczepański,Lewica,aktywny,36,Wypowiedzi łącznie,18,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=364&type=P&symbol=WYPOWIEDZI_POSLA
365,Michał Szczerba,KO,wygasl,19,Wypowiedzi,51,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=365&type=P&symbol=WYPOWIEDZI_POSLA
366,Krzysztof Szczucki,PiS,aktywny,5,Wypowiedzi,41,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=366&type=P&symbol=WYPOWIEDZI_POSLA
367,Józefa Szczurek-Żelazko,PiS,aktywny,15,Wypowiedzi,151,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=367&type=P&symbol=WYPOWIEDZI_POSLA
368,Paweł Szefernaker,PiS,wygasl,40,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=368&type=P&symbol=WYPOWIEDZI_POSLA
369,Andrzej Szejna,Lewica,aktywny,33,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=369&type=P&symbol=WYPOWIEDZI_POSLA
370,Andrzej Szewiński,KO,aktywny,28,Wypowiedzi,45,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=370&type=P&symbol=WYPOWIEDZI_POSLA
371,Adam Szłapka,KO,aktywny,39,Wypowiedzi łącznie,18,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=371&type=P&symbol=WYPOWIEDZI_POSLA
372,Henryk Szopiński,KO,aktywny,38,Wypowiedzi łącznie,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=372&type=P&symbol=WYPOWIEDZI_POSLA
373,Paweł Szrot,PiS,aktywny,4,Wypowiedzi,67,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=373&type=P&symbol=WYPOWIEDZI_POSLA
374,Krystyna Szumilas,KO,aktywny,29,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=374&type=P&symbol=WYPOWIEDZI_POSLA
375,Stanisław Szwed,PiS,aktywny,27,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=375&type=P&symbol=WYPOWIEDZI_POSLA
376,Ewa Szymanowska,Polska2050-TD,aktywny,9,Wypowiedzi,62,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=376&type=P&symbol=WYPOWIEDZI_POSLA
377,Tomasz Szymański,KO,aktywny,5,Wypowiedzi łącznie,18,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=377&type=P&symbol=WYPOWIEDZI_POSLA
378,Szymon Szynkowski vel Sęk,PiS,aktywny,39,Wypowiedzi łącznie,3,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=378&type=P&symbol=WYPOWIEDZI_POSLA
379,Łukasz Ściebiorowski,KO,aktywny,31,Wypowiedzi,145,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=379&type=P&symbol=WYPOWIEDZI_POSLA
380,Agnieszka Ścigaj,PiS,aktywny,13,Wypowiedzi,30,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=380&type=P&symbol=WYPOWIEDZI_POSLA
381,Andrzej Śliwka,PiS,aktywny,34,Wypowiedzi,116,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=381&type=P&symbol=WYPOWIEDZI_POSLA
382,Paweł Śliz,Polska2050-TD,aktywny,12,Wypowiedzi,73,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=382&type=P&symbol=WYPOWIEDZI_POSLA
383,Krzysztof Śmiszek,Lewica,wygasl,3,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=383&type=P&symbol=WYPOWIEDZI_POSLA
384,Jacek Świat,PiS,aktywny,3,Wypowiedzi,15,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=384&type=P&symbol=WYPOWIEDZI_POSLA
385,Apoloniusz Tajner,KO,aktywny,27,Wypowiedzi,6,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=385&type=P&symbol=WYPOWIEDZI_POSLA
386,Krzysztof Tchórzewski,PiS,aktywny,18,Wypowiedzi,35,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=386&type=P&symbol=WYPOWIEDZI_POSLA
387,Robert Telus,PiS,aktywny,10,Wypowiedzi,43,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=387&type=P&symbol=WYPOWIEDZI_POSLA
388,Ryszard Terlecki,PiS,aktywny,14,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=388&type=P&symbol=WYPOWIEDZI_POSLA
389,Tadeusz Tomaszewski,Lewica,aktywny,37,Wypowiedzi łącznie,76,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=389&type=P&symbol=WYPOWIEDZI_POSLA
390,Jacek Tomczak,PSL-TD,aktywny,39,Wypowiedzi łącznie,5,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=390&type=P&symbol=WYPOWIEDZI_POSLA
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,Wypowiedzi,61,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=391&type=P&symbol=WYPOWIEDZI_POSLA
392,Cezary Tomczyk,KO,aktywny,11,Wypowiedzi łącznie,54,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=392&type=P&symbol=WYPOWIEDZI_POSLA
393,Stanisław Tomczyszyn,PSL-TD,aktywny,8,Wypowiedzi,9,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=393&type=P&symbol=WYPOWIEDZI_POSLA
394,Małgorzata Tracz,KO,aktywny,3,Wypowiedzi,78,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=394&type=P&symbol=WYPOWIEDZI_POSLA
395,Tomasz Trela,Lewica,aktywny,9,Wypowiedzi łącznie,4,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=395&type=P&symbol=WYPOWIEDZI_POSLA
396,Krzysztof Truskolaski,KO,aktywny,24,Wypowiedzi,20,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=396&type=P&symbol=WYPOWIEDZI_POSLA
397,Krzysztof Tuduj,Konfederacja,aktywny,3,Wypowiedzi,26,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=397&type=P&symbol=WYPOWIEDZI_POSLA
398,Sylwester Tułajew,PiS,aktywny,6,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=398&type=P&symbol=WYPOWIEDZI_POSLA
399,Witold Tumanowicz,Konfederacja,aktywny,7,Wypowiedzi łącznie,11,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=399&type=P&symbol=WYPOWIEDZI_POSLA
400,Donald Tusk,KO,aktywny,19,Wypowiedzi łącznie,20,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=400&type=P&symbol=WYPOWIEDZI_POSLA
401,Stanisław Tyszka,Konfederacja,wygasl,26,Wypowiedzi,2,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=401&type=P&symbol=WYPOWIEDZI_POSLA
402,Katarzyna Ueberhan,Lewica,aktywny,39,Wypowiedzi łącznie,10,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=402&type=P&symbol=WYPOWIEDZI_POSLA
403,Jarosław Urbaniak,KO,aktywny,36,Wypowiedzi,27,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=403&type=P&symbol=WYPOWIEDZI_POSLA
404,Piotr Uruski,PiS,aktywny,22,Wypowiedzi,14,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=404&type=P&symbol=WYPOWIEDZI_POSLA
405,Piotr Uściński,PiS,aktywny,20,Wypowiedzi,36,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=405&type=P&symbol=WYPOWIEDZI_POSLA
406,Jarosław Wałęsa,KO,aktywny,25,Wypowiedzi,45,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=406&type=P&symbol=WYPOWIEDZI_POSLA
407,Marcin Warchoł,PiS,aktywny,23,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=407&type=P&symbol=WYPOWIEDZI_POSLA
408,Robert Wardzała,KO,aktywny,15,Wypowiedzi,15,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=408&type=P&symbol=WYPOWIEDZI_POSLA
409,Robert Warwas,PiS,aktywny,32,Wypowiedzi,16,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=409&type=P&symbol=WYPOWIEDZI_POSLA
410,Jan Warzecha,PiS,aktywny,23,Wypowiedzi łącznie,19,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=410&type=P&symbol=WYPOWIEDZI_POSLA
411,Małgorzata Wassermann,PiS,aktywny,13,Wypowiedzi,11,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=411&type=P&symbol=WYPOWIEDZI_POSLA
412,Michał Wawer,Konfederacja,aktywny,33,Wypowiedzi,57,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=412&type=P&symbol=WYPOWIEDZI_POSLA
413,Maciej Wąsik,PiS,wygasl,16,Brak aktywności,,
414,Marta Wcisło,KO,wygasl,6,Wypowiedzi,22,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=414&type=P&symbol=WYPOWIEDZI_POSLA
415,Rafał Weber,PiS,aktywny,23,Wypowiedzi łącznie,1,https://www.sejm.gov.pl/sejm10.nsf/wypowiedzi.xsp?id=415&type=P&symbol=WYPOWIEDZI_POSLA
