mp_id,full_name,club,mandate_status,district_number,type,label,url
157,Iwona Karolewska,KO,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024157/$File/2024ryczalt_157.pdf?OpenElement
158,Rafał Kasprzyk,Polska2050-TD,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024158/$File/2024ryczalt_158.pdf?OpenElement
159,Henryk Kiepura,PSL-TD,aktywny,28,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024159/$File/2024ryczalt_159.pdf?OpenElement
160,Marcin Kierwiński,KO,wygasl,16,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024160/$File/2024ryczalt_160.pdf?OpenElement
161,Katarzyna Kierzek-Koperska,KO,aktywny,39,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024161/$File/2024ryczalt_161.pdf?OpenElement
161,Katarzyna Kierzek-Koperska,KO,aktywny,39,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024161k/$File/2024ryczaltkor_161.pdf?OpenElement
162,Dariusz Klimczak,PSL-TD,aktywny,10,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024162/$File/2024ryczalt_162.pdf?OpenElement
163,Joanna Kluzik-Rostkowska,KO,aktywny,17,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024163/$File/2024ryczalt_163.pdf?OpenElement
164,Agnieszka Maria Kłopotek,PSL-TD,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024164/$File/2024ryczalt_164.pdf?OpenElement
164,Agnieszka Maria Kłopotek,PSL-TD,aktywny,4,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024164k/$File/2024ryczaltkor_164.pdf?OpenElement
165,Łukasz Kmita,PiS,aktywny,12,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024165/$File/2024ryczalt_165.pdf?OpenElement
166,Michał Kobosko,Polska2050-TD,wygasl,19,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024166/$File/2024ryczalt_166.pdf?OpenElement
167,Maria Koc,PiS,aktywny,18,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024167/$File/2024ryczalt_167.pdf?OpenElement
167,Maria Koc,PiS,aktywny,18,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024167k/$File/2024ryczaltkor_167.pdf?OpenElement
168,Ewa Kołodziej,KO,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024168/$File/2024ryczalt_168.pdf?OpenElement
169,Magdalena Małgorzata Kołodziejczak,KO,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024169/$File/2024ryczalt_169.pdf?OpenElement
170,Michał Kołodziejczak,KO,aktywny,37,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024170/$File/2024ryczalt_170.pdf?OpenElement
171,Rafał Komarewicz,Polska2050-TD,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024171/$File/2024ryczalt_171.pdf?OpenElement
172,Maciej Konieczny,Razem,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024172/$File/2024ryczalt_172.pdf?OpenElement
173,Zbigniew Konwiński,KO,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024173/$File/2024ryczalt_173.pdf?OpenElement
174,Władysław Kosiniak-Kamysz,PSL-TD,aktywny,15,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024174/$File/2024ryczalt_174.pdf?OpenElement
175,Tomasz Kostuś,KO,aktywny,21,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024175/$File/2024ryczalt_175.pdf?OpenElement
176,Andrzej Kosztowniak,PiS,aktywny,17,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024176/$File/2024ryczalt_176.pdf?OpenElement
177,Katarzyna Kotula,Lewica,aktywny,25,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024177/$File/2024ryczalt_177.pdf?OpenElement
178,Paweł Kowal,KO,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024178/$File/2024ryczalt_178.pdf?OpenElement
179,Henryk Kowalczyk,PiS,aktywny,18,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024179/$File/2024ryczalt_179.pdf?OpenElement
180,Janusz Kowalski,PiS,aktywny,21,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024180/$File/2024ryczalt_180.pdf?OpenElement
181,Bartosz Józef Kownacki,PiS,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024181/$File/2024ryczalt_181.pdf?OpenElement
182,Iwona Maria Kozłowska,KO,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024182/$File/2024ryczalt_182.pdf?OpenElement
183,Stefan Krajewski,PSL-TD,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024183/$File/2024ryczalt_183.pdf?OpenElement
184,Wiesław Krajewski,PiS,aktywny,15,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024184/$File/2024ryczalt_184.pdf?OpenElement
185,Leonard Krasulski,PiS,aktywny,34,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024185/$File/2024ryczalt_185.pdf?OpenElement
186,Iwona Małgorzata Krawczyk,KO,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024186/$File/2024ryczalt_186.pdf?OpenElement
187,Michał Krawczyk,KO,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024187/$File/2024ryczalt_187.pdf?OpenElement
187,Michał Krawczyk,KO,aktywny,6,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024187k/$File/2024ryczaltkor_187.pdf?OpenElement
188,Robert Kropiwnicki,KO,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024188/$File/2024ryczalt_188.pdf?OpenElement
188,Robert Kropiwnicki,KO,aktywny,1,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024188k/$File/2024ryczaltkor_188.pdf?OpenElement
189,Piotr Król,PiS,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024189/$File/2024ryczalt_189.pdf?OpenElement
190,Wojciech Król,KO,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024190/$File/2024ryczalt_190.pdf?OpenElement
191,Anna Krupka,PiS,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024191/$File/2024ryczalt_191.pdf?OpenElement
192,Andrzej Kryj,PiS,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024192/$File/2024ryczalt_192.pdf?OpenElement
192,Andrzej Kryj,PiS,aktywny,33,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024192k/$File/2024ryczaltkor_192.pdf?OpenElement
193,Mariusz Krystian,PiS,aktywny,12,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024193/$File/2024ryczalt_193.pdf?OpenElement
194,Marek Krząkała,KO,aktywny,30,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024194/$File/2024ryczalt_194.pdf?OpenElement
195,Adam Krzemiński,KO,aktywny,16,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024195/$File/2024ryczalt_195.pdf?OpenElement
196,Henryka Krzywonos-Strycharska,KO,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024196/$File/2024ryczalt_196.pdf?OpenElement
197,Krzysztof Kubów,PiS,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024197/$File/2024ryczalt_197.pdf?OpenElement
198,Anita Kucharska-Dziedzic,Lewica,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024198/$File/2024ryczalt_198.pdf?OpenElement
199,Marek Kuchciński,PiS,aktywny,22,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024199/$File/2024ryczalt_199.pdf?OpenElement
200,Paweł Kukiz,Republikanie,aktywny,21,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024200/$File/2024ryczalt_200.pdf?OpenElement
201,Marcin Kulasek,Lewica,aktywny,35,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024201/$File/2024ryczalt_201.pdf?OpenElement
202,Maria Kurowska,PiS,aktywny,22,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024202/$File/2024ryczalt_202.pdf?OpenElement
203,Władysław Kurowski,PiS,aktywny,12,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024203/$File/2024ryczalt_203.pdf?OpenElement
204,Zbigniew Krzysztof Kuźmiuk,PiS,aktywny,17,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024204/$File/2024ryczalt_204.pdf?OpenElement
205,Anna Kwiecień,PiS,aktywny,17,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024205/$File/2024ryczalt_205.pdf?OpenElement
206,Piotr Lachowicz,KO,aktywny,14,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024206/$File/2024ryczalt_206.pdf?OpenElement
207,Stanisław Lamczyk,KO,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024207/$File/2024ryczalt_207.pdf?OpenElement
208,Maciej Lasek,KO,aktywny,20,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024208/$File/2024ryczalt_208.pdf?OpenElement
209,Gabriela Lenartowicz,KO,aktywny,30,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024209/$File/2024ryczalt_209.pdf?OpenElement
210,Ewa Leniart,PiS,aktywny,23,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024210/$File/2024ryczalt_210.pdf?OpenElement
211,Aleksandra Leo,Polska2050-TD,aktywny,2,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024211/$File/2024ryczalt_211.pdf?OpenElement
211,Aleksandra Leo,Polska2050-TD,aktywny,2,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024211k/$File/2024ryczaltkor_211.pdf?OpenElement
212,Izabela Leszczyna,KO,aktywny,28,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024212/$File/2024ryczalt_212.pdf?OpenElement
213,Joanna Lichocka,PiS,aktywny,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024213/$File/2024ryczalt_213.pdf?OpenElement
214,Krzysztof Lipiec,PiS,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024214/$File/2024ryczalt_214.pdf?OpenElement
215,Łukasz Litewka,Lewica,aktywny,32,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024215/$File/2024ryczalt_215.pdf?OpenElement
216,Grzegorz Lorek,PiS,aktywny,10,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024216/$File/2024ryczalt_216.pdf?OpenElement
217,Radosław Lubczyk,PSL-TD,aktywny,40,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024217/$File/2024ryczalt_217.pdf?OpenElement
218,Katarzyna Anna Lubnauer,KO,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024218/$File/2024ryczalt_218.pdf?OpenElement
219,Adam Luboński,Polska2050-TD,aktywny,38,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024219/$File/2024ryczalt_219.pdf?OpenElement
220,Artur Jarosław Łącki,KO,aktywny,41,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024220/$File/2024ryczalt_220.pdf?OpenElement
221,Alicja Łepkowska-Gołaś,KO,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024221/$File/2024ryczalt_221.pdf?OpenElement
222,Dorota Łoboda,KO,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024222/$File/2024ryczalt_222.pdf?OpenElement
223,Krystian Łuczak,KO,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024223/$File/2024ryczalt_223.pdf?OpenElement
224,Sebastian Łukaszewicz,PiS,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024224/$File/2024ryczalt_224.pdf?OpenElement
224,Sebastian Łukaszewicz,PiS,aktywny,24,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024224k/$File/2024ryczaltkor_224.pdf?OpenElement
225,Marzena Anna Machałek,PiS,aktywny,1,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024225/$File/2024ryczalt_225.pdf?OpenElement
226,Antoni Macierewicz,PiS,aktywny,10,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024226/$File/2024ryczalt_226.pdf?OpenElement
227,Marlena Magdalena Maląg,PiS,wygasl,36,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024227/$File/2024ryczalt_227.pdf?OpenElement
228,Ewa Malik,PiS,aktywny,32,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024228/$File/2024ryczalt_228.pdf?OpenElement
229,Mirosław Maliszewski,PSL-TD,aktywny,17,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024229/$File/2024ryczalt_229.pdf?OpenElement
230,Maciej Małecki,PiS,aktywny,16,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024230/$File/2024ryczalt_230.pdf?OpenElement
231,Arkadiusz Marchewka,KO,aktywny,41,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024231/$File/2024ryczalt_231.pdf?OpenElement
232,Jagna Marczułajtis-Walczak,KO,wygasl,13,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024232/$File/2024ryczalt_232.pdf?OpenElement
233,Dorota Marek,KO,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024233/$File/2024ryczalt_233.pdf?OpenElement
234,Dariusz Matecki,PiS,aktywny,41,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024234/$File/2024ryczalt_234.pdf?OpenElement
235,Jerzy Materna,PiS,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024235/$File/2024ryczalt_235.pdf?OpenElement
236,Grzegorz Matusiak,PiS,aktywny,30,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024236/$File/2024ryczalt_236.pdf?OpenElement
237,Katarzyna Matusik-Lipiec,KO,aktywny,13,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024237/$File/2024ryczalt_237.pdf?OpenElement
238,Marek Matuszewski,PiS,aktywny,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024238/$File/2024ryczalt_238.pdf?OpenElement
239,Paulina Matysiak,Razem,aktywny,11,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024239/$File/2024ryczalt_239.pdf?OpenElement
240,Łukasz Mejza,PiS,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024240/$File/2024ryczalt_240.pdf?OpenElement
241,Sławomir Mentzen,Konfederacja,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024241/$File/2024ryczalt_241.pdf?OpenElement
242,Anna Milczanowska,PiS,aktywny,10,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024242/$File/2024ryczalt_242.pdf?OpenElement
243,Daniel Milewski,PiS,aktywny,18,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024243/$File/2024ryczalt_243.pdf?OpenElement
244,Rajmund Miller,KO,wygasl,21,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024244/$File/2024ryczalt_244.pdf?OpenElement
245,Aleksander Miszalski,KO,wygasl,13,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024245/$File/2024ryczalt_245.pdf?OpenElement
246,Mateusz Morawiecki,PiS,aktywny,31,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024246/$File/2024ryczalt_246.pdf?OpenElement
247,Jan Mosiński,PiS,aktywny,36,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024247/$File/2024ryczalt_247.pdf?OpenElement
248,Michał Moskal,PiS,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024248/$File/2024ryczalt_248.pdf?OpenElement
249,Czesław Mroczek,KO,aktywny,18,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024249/$File/2024ryczalt_249.pdf?OpenElement
250,Aleksander Mikołaj Mrówczyński,PiS,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024250/$File/2024ryczalt_250.pdf?OpenElement
251,Izabela Katarzyna Mrzygłocka,KO,wygasl,2,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024251/$File/2024ryczalt_251.pdf?OpenElement
252,Joanna Mucha,Polska2050-TD,aktywny,6,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024252/$File/2024ryczalt_252.pdf?OpenElement
253,Arkadiusz Mularczyk,PiS,wygasl,14,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024253/$File/2024ryczalt_253.pdf?OpenElement
254,Krzysztof Mulawa,Konfederacja,aktywny,18,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024254/$File/2024ryczalt_254.pdf?OpenElement
255,Piotr Müller,PiS,wygasl,26,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024255/$File/2024ryczalt_255.pdf?OpenElement
256,Arkadiusz Myrcha,KO,aktywny,5,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024256/$File/2024ryczalt_256.pdf?OpenElement
257,Grzegorz Napieralski,KO,aktywny,41,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024257/$File/2024ryczalt_257.pdf?OpenElement
258,Dorota Niedziela,KO,aktywny,12,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024258/$File/2024ryczalt_258.pdf?OpenElement
259,Jacek Niedźwiedzki,KO,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024259/$File/2024ryczalt_259.pdf?OpenElement
260,Małgorzata Niemczyk,KO,aktywny,9,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024260/$File/2024ryczalt_260.pdf?OpenElement
261,Jolanta Niezgodzka,KO,aktywny,3,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024261/$File/2024ryczalt_261.pdf?OpenElement
261,Jolanta Niezgodzka,KO,aktywny,3,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024261k/$File/2024ryczaltkor_261.pdf?OpenElement
262,Sławomir Nitras,KO,aktywny,41,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024262/$File/2024ryczalt_262.pdf?OpenElement
263,Barbara Nowacka,KO,aktywny,26,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024263/$File/2024ryczalt_263.pdf?OpenElement
264,Maja Ewa Nowak,Polska2050-TD,aktywny,8,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024264/$File/2024ryczalt_264.pdf?OpenElement
265,Tomasz Piotr Nowak,KO,aktywny,37,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024265/$File/2024ryczalt_265.pdf?OpenElement
266,Wanda Nowicka,Lewica,aktywny,29,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024266/$File/2024ryczalt_266.pdf?OpenElement
267,Urszula Nowogórska,PSL-TD,aktywny,14,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024267/$File/2024ryczalt_267.pdf?OpenElement
268,Mirosława Nykiel,KO,wygasl,27,inne,Rozliczenie za okres sprawowania mandatu,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024268/$File/2024ryczalt_268.pdf?OpenElement
269,Marcin Ociepa,PiS,aktywny,21,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024269/$File/2024ryczalt_269.pdf?OpenElement
270,Marzena Okła-Drewnowicz,KO,aktywny,33,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024270/$File/2024ryczalt_270.pdf?OpenElement
271,Barbara Okuła,Polska2050-TD,aktywny,24,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024271/$File/2024ryczalt_271.pdf?OpenElement
272,Barbara Oliwiecka,Polska2050-TD,aktywny,36,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024272/$File/2024ryczalt_272.pdf?OpenElement
272,Barbara Oliwiecka,Polska2050-TD,aktywny,36,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024272k/$File/2024ryczaltkor_272.pdf?OpenElement
273,Dorota Olko,Lewica,aktywny,19,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024273/$File/2024ryczalt_273.pdf?OpenElement
273,Dorota Olko,Lewica,aktywny,19,korekta,Korekta za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024273k/$File/2024ryczaltkor_273.pdf?OpenElement
274,Paweł Olszewski,KO,aktywny,4,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024274/$File/2024ryczalt_274.pdf?OpenElement
275,Mirosław Adam Orliński,PSL-TD,aktywny,16,sprawozdanie,Sprawozdanie za 2023/2024 rok,http://orka.sejm.gov.pl/rozlicz10.nsf/lista/2024275/$File/2024ryczalt_275.pdf?OpenElement
