mp_id,full_name,club,mandate_status,district_number,body_name,from_date,to_date,role,url
118,Małgorzata Gromadzka,KO,aktywny,7,"Podkomisja stała do spraw bezpieczeństwa żywności, eliminowania nieuczciwych praktyk w obrocie żywnością oraz sprzedaży bezpośredniej i handlu detalicznego produktów wytworzonych w gospodarstwach rolnych",09-02-2024,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=RRW04S
118,Małgorzata Gromadzka,KO,aktywny,7,Komisja Administracji i Spraw Wewnętrznych,19-12-2023,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADKOMST&NrKadencji=10&KodKom=ASW
118,Małgorzata Gromadzka,KO,aktywny,7,"Podkomisja stała do spraw modernizacji i rozwoju Policji, Straży Granicznej, Państwowej Straży Pożarnej i Służby Ochrony Państwa",06-03-2024,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=ASW01S
118,Małgorzata Gromadzka,KO,aktywny,7,Podkomisja stała do spraw rozwoju i promocji Ochotniczych Straży Pożarnych,06-03-2024,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=ASW03S
118,Małgorzata Gromadzka,KO,aktywny,7,Podkomisja nadzwyczajna do rozpatrzenia rządowego projektu ustawy o ochronie ludności i obronie cywilnej (druk nr 664),01-10-2024,29-10-2024,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=ASW01N
119,Marek Gróbarczyk,PiS,aktywny,41,Komisja Gospodarki Morskiej i Żeglugi Śródlądowej,19-12-2023,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADKOMST&NrKadencji=10&KodKom=GMZ
119,Marek Gróbarczyk,PiS,aktywny,41,Podkomisja stała do spraw żeglugi śródlądowej,07-02-2024,26-09-2024,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=GMZ01S
119,Marek Gróbarczyk,PiS,aktywny,41,Komisja Nadzwyczajna do spraw działań przeciwpowodziowych i usuwania skutków powodzi z roku 2024,26-09-2024,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADKOMND&NrKadencji=10&KodKom=NSP
120,Andrzej Grzyb,PSL-TD,aktywny,36,Komisja do Spraw Unii Europejskiej,21-11-2023,06-11-2024,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADKOMST&NrKadencji=10&KodKom=SUE
120,Andrzej Grzyb,PSL-TD,aktywny,36,Podkomisja stała do spraw zmian traktatów,06-03-2024,06-11-2024,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=SUE03S
120,Andrzej Grzyb,PSL-TD,aktywny,36,Komisja Obrony Narodowej,21-11-2023,,przewodniczący,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADKOMST&NrKadencji=10&KodKom=OBN
120,Andrzej Grzyb,PSL-TD,aktywny,36,Podkomisja stała do spraw budżetu i finansów Sił Zbrojnych RP,21-02-2024,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=OBN01S
120,Andrzej Grzyb,PSL-TD,aktywny,36,Podkomisja stała do spraw współpracy z zagranicą i NATO,21-02-2024,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=OBN02S
120,Andrzej Grzyb,PSL-TD,aktywny,36,Podkomisja stała do spraw społecznych w wojsku,21-02-2024,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=OBN03S
120,Andrzej Grzyb,PSL-TD,aktywny,36,Podkomisja stała do spraw polskiego przemysłu obronnego oraz modernizacji technicznej Sił Zbrojnych RP,21-02-2024,,przewodniczący,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=OBN04S
120,Andrzej Grzyb,PSL-TD,aktywny,36,"Komisja Ochrony Środowiska, Zasobów Naturalnych i Leśnictwa",21-11-2023,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADKOMST&NrKadencji=10&KodKom=OSZ
120,Andrzej Grzyb,PSL-TD,aktywny,36,Podkomisja stała do spraw monitorowania gospodarki odpadami,06-03-2024,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=OSZ01S
120,Andrzej Grzyb,PSL-TD,aktywny,36,Podkomisja stała do spraw wdrażania Europejskiego Zielonego Ładu,06-03-2024,,przewodniczący,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=OSZ03S
120,Andrzej Grzyb,PSL-TD,aktywny,36,Komisja do Spraw Unii Europejskiej,06-11-2024,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADKOMST&NrKadencji=10&KodKom=SUE
120,Andrzej Grzyb,PSL-TD,aktywny,36,Podkomisja stała do spraw zmian traktatów,06-11-2024,,przewodniczący,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADPODKOMST&NrKadencji=10&KodPodKom=SUE03S
121,Andrzej Gut-Mostowy,PiS,aktywny,14,"Komisja Kultury Fizycznej, Sportu i Turystyki",19-12-2023,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADKOMST&NrKadencji=10&KodKom=KFS
122,Kazimierz Gwiazdowski,PiS,aktywny,24,"Komisja Kultury Fizycznej, Sportu i Turystyki",21-11-2023,,,https://www.sejm.gov.pl/sejm10.nsf/agent.xsp?symbol=SKLADKOMST&NrKadencji=10&KodKom=KFS
