mp_id,full_name,club,mandate_status,district_number,data,url
284,Karolina Pawliczak,KO,aktywny,36,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C248125BA1BAB06FC1258A9F0040FE75/%24File/RK10.284.01.pdf
285,Bartłomiej Pejo,Konfederacja,aktywny,6,,
286,Ryszard Petru,Polska2050-TD,aktywny,19,,
287,Małgorzata Pępek,KO,aktywny,27,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/A883CB920D1232DAC1258A9F0040FE84/%24File/RK10.287.01.pdf
288,Bolesław Piecha,PiS,aktywny,30,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7C2A364C6CF81E86C1258A9F0040FE90/%24File/RK10.288.01.pdf
289,Grzegorz Piechowiak,PiS,aktywny,38,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/2444E4F9A24FC963C1258A9F0040FE9C/%24File/RK10.289.01.pdf
290,Anna Pieczarka,PiS,aktywny,15,,
291,Katarzyna Maria Piekarska,KO,aktywny,19,,
292,Norbert Pietrykowski,Polska2050-TD,aktywny,4,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/31F6136B1FC3FB12C1258A9F0040FEA9/%24File/RK10.292.01.pdf
293,Lucjan Marek Pietrzczyk,KO,aktywny,33,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/D6B51DFC9631F52CC1258A9F0040FEB5/%24File/RK10.293.01.pdf
294,Dariusz Piontkowski,PiS,aktywny,24,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/BCF47828C35F98E6C1258A9F0040FEBF/%24File/RK10.294.01.pdf
295,Kazimierz Plocke,KO,aktywny,26,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/22774B525DFC05FAC1258A9F0040FECB/%24File/RK10.295.01.pdf
296,Grzegorz Płaczek,Konfederacja,aktywny,31,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/DD46ECCBB9C4EE11C1258A9F0040FED6/%24File/RK10.296.01.pdf
297,Kacper Płażyński,PiS,aktywny,25,,
298,Szymon Pogoda,PiS,aktywny,1,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/4E50A64A2BCAE253C1258A9F0040FEE2/%24File/RK10.298.01.pdf
299,Jerzy Polaczek,PiS,aktywny,31,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7E103BC8FC3EECE6C1258A9F0040FEEF/%24File/RK10.299.01.pdf
300,Elżbieta Anna Polak,KO,aktywny,8,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/815A8FE64A7E02E1C1258A9F0040FEFB/%24File/RK10.300.01.pdf
301,Piotr Polak,PiS,aktywny,11,,
302,Agnieszka Pomaska,KO,aktywny,25,,
303,Marcin Porzucek,PiS,aktywny,38,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B20140E5C9BF8E56C1258A9F0040FF07/%24File/RK10.303.01.pdf
303,Marcin Porzucek,PiS,aktywny,38,2024-06-14,https://orka.sejm.gov.pl/rkor10.nsf/0/3770D5EB732D972BC1258B3C00453DE8/%24File/RK10.303.02.pdf
303,Marcin Porzucek,PiS,aktywny,38,2024-07-29,https://orka.sejm.gov.pl/rkor10.nsf/0/98E86DC3C1578D2AC1258B69003671F0/%24File/RK10.303.03.pdf
303,Marcin Porzucek,PiS,aktywny,38,2024-10-25,https://orka.sejm.gov.pl/rkor10.nsf/0/2778DE21F1EF637EC1258BC10035B038/%24File/RK10.303.04.pdf
303,Marcin Porzucek,PiS,aktywny,38,2025-04-10,https://orka.sejm.gov.pl/rkor10.nsf/0/0440F56835A2D07EC1258C680038E738/%24File/RK10.303.05.pdf
303,Marcin Porzucek,PiS,aktywny,38,2025-06-17,https://orka.sejm.gov.pl/rkor10.nsf/0/50FE60B5D057D7F8C1258CAC00316E3E/%24File/RK10.303.06.pdf
304,Jacek Protas,KO,wygasl,34,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/26A75912921743FFC1258A9F0040FF17/%24File/RK10.304.01.pdf
305,Marcin Przydacz,PiS,wygasl,11,,
306,Grzegorz Puda,PiS,aktywny,27,,
307,Michał Pyrzyk,PSL-TD,aktywny,37,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C0C60393A713DEC9C1258A9F0040FF22/%24File/RK10.307.01.pdf
308,Renata Rak,KO,aktywny,40,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/91D3CEE8F18AEC45C1258A9F0040FF30/%24File/RK10.308.01.pdf
309,Ireneusz Raś,PSL-TD,aktywny,13,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C189F8449017912CC1258A9F0040FF3D/%24File/RK10.309.01.pdf
310,Zbigniew Rau,PiS,aktywny,9,2024-01-11,https://orka.sejm.gov.pl/rkor10.nsf/0/103B628ED6D85322C1258AA1003C7D35/%24File/RK10.310.01.pdf
311,Marcin Romanowski,PiS,aktywny,7,2024-04-10,https://orka.sejm.gov.pl/rkor10.nsf/0/AEACB9E54ABFA90CC1258AFB0046306F/%24File/RK10.311.01.pdf
311,Marcin Romanowski,PiS,aktywny,7,2024-09-26,https://orka.sejm.gov.pl/rkor10.nsf/0/0A67E13C2488A1E9C1258BA40037EB83/%24File/RK10.311.02.pdf
312,Bartosz Romowicz,Polska2050-TD,aktywny,22,,
313,Monika Rosa,KO,aktywny,31,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C03B1BEEF9FC4B7EC1258A9F0040FF49/%24File/RK10.313.01.pdf
314,Wiesław Różyński,PSL-TD,aktywny,7,,
315,Urszula Rusecka,PiS,aktywny,15,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7C27A9C0AF25EEF0C1258A9F0040FF55/%24File/RK10.315.01.pdf
316,Grzegorz Rusiecki,KO,wygasl,36,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E69EEA10FD94C007C1258A9F0040FF63/%24File/RK10.316.01.pdf
317,Jakub Rutnicki,KO,aktywny,38,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E242CC18FED96C77C1258A9F0040FF6F/%24File/RK10.317.01.pdf
318,Paweł Rychlik,PiS,aktywny,11,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E11D7735F96919A9C1258A9F0040FF7C/%24File/RK10.318.01.pdf
319,Marek Rząsa,KO,aktywny,22,,
320,Jarosław Rzepa,PSL-TD,aktywny,41,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/1718056BE663533CC1258A9F0040FF88/%24File/RK10.320.01.pdf
321,Jarosław Sachajko,Republikanie,aktywny,7,,
322,Paweł Sałek,PiS,aktywny,10,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/80D3C21D342FDD97C1258A9F0040FF95/%24File/RK10.322.01.pdf
323,Wojciech Saługa,KO,wygasl,32,,
324,Tadeusz Samborski,PSL-TD,aktywny,1,,
325,Jacek Sasin,PiS,aktywny,24,,
326,Marek Sawicki,PSL-TD,aktywny,18,,
327,Ewa Schädler,Polska2050-TD,aktywny,39,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/A6D323FDEF288960C1258A9F0040FFA2/%24File/RK10.327.01.pdf
327,Ewa Schädler,Polska2050-TD,aktywny,39,2025-03-11,https://orka.sejm.gov.pl/rkor10.nsf/0/563A36C9253237EAC1258C4A003D6F45/%24File/RK10.327.02.pdf
328,Joanna Scheuring-Wielgus,Lewica,wygasl,5,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/0F7FC54A9889986DC1258A9F0040FFAE/%24File/RK10.328.01.pdf
329,Anna Schmidt,PiS,aktywny,22,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/D41BF8911C52DA20C1258A9F0040FFBA/%24File/RK10.329.01.pdf
330,Łukasz Schreiber,PiS,aktywny,4,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/70D490B4B25DEA9CC1258A9F0040FFCB/%24File/RK10.330.01.pdf
331,Jarosław Sellin,PiS,aktywny,25,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/189155E14E64ECBEC1258A9F0040FFD9/%24File/RK10.331.01.pdf
332,Olga Ewa Semeniuk-Patkowska,PiS,aktywny,35,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/63981EE26B10540BC1258A9F0040FFE4/%24File/RK10.332.01.pdf
332,Olga Ewa Semeniuk-Patkowska,PiS,aktywny,35,2024-12-20,https://orka.sejm.gov.pl/rkor10.nsf/0/DBEA9EE908BE3E45C1258BF9004ED75B/%24File/RK10.332.02.pdf
333,Edward Siarka,PiS,aktywny,14,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B3CB440DDFAE12FCC1258A9F0040FFEF/%24File/RK10.333.01.pdf
334,Krystyna Sibińska,KO,aktywny,8,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/2A4D3C6FE89D27D7C1258A9F0040FFFB/%24File/RK10.334.01.pdf
335,Czesław Siekierski,PSL-TD,aktywny,33,,
336,Rafał Siemaszko,KO,aktywny,26,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/6330C8576F6D1747C1258A9F00410008/%24File/RK10.336.01.pdf
337,Tomasz Siemoniak,KO,aktywny,21,,
338,Bartłomiej Sienkiewicz,KO,wygasl,13,,
339,Arkadiusz Sikora,Lewica,aktywny,1,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/EAF0EF6AF1D06CF3C1258A9F00410013/%24File/RK10.339.01.pdf
340,Włodzimierz Skalik,Konfederacja_KP,aktywny,21,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/4DE2CAB25801FD87C1258A9F00410021/%24File/RK10.340.01.pdf
341,Marcin Skonieczka,Polska2050-TD,aktywny,5,,
342,Krystyna Skowrońska,KO,aktywny,23,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/8F23A6416EB2BF4AC1258A9F0041002C/%24File/RK10.342.01.pdf
343,Sławomir Skwarek,PiS,aktywny,6,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/6F251F34E461ABD7C1258A9F00410038/%24File/RK10.343.01.pdf
344,Waldemar Sługocki,KO,aktywny,8,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/324BCBE37B3FCCEEC1258A9F00410044/%24File/RK10.344.01.pdf
344,Waldemar Sługocki,KO,aktywny,8,2025-04-30,https://orka.sejm.gov.pl/rkor10.nsf/0/183F9F6E9629F79BC1258C7C00291500/%24File/RK.10.344.02.pdf
345,Weronika Smarduch,KO,aktywny,14,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B698500FA53618BDC1258A9F0041004E/%24File/RK10.345.01.pdf
345,Weronika Smarduch,KO,aktywny,14,2024-10-29,https://orka.sejm.gov.pl/rkor10.nsf/0/81A8D1CED9ED38EBC1258BC500395CBE/%24File/RK10.345.02.pdf
345,Weronika Smarduch,KO,aktywny,14,2025-06-25,https://orka.sejm.gov.pl/rkor10.nsf/0/8A9971D7D5C2520FC1258CB4003127F1/%24File/RK10.345.03.pdf
346,Kazimierz Smoliński,PiS,aktywny,25,,
347,Anna Sobolak,KO,aktywny,3,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E0932C3B4A5A888FC1258A9F0041005A/%24File/RK10.347.01.pdf
348,Krzysztof Sobolewski,PiS,aktywny,23,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/EEEC91E8BF95BA12C1258A9F00410066/%24File/RK10.348.01.pdf
349,Artur Soboń,PiS,wygasl,6,,
350,Agnieszka Anna Soin,PiS,aktywny,3,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E562D5317CC75B55C1258A9F00410071/%24File/RK10.350.01.pdf
350,Agnieszka Anna Soin,PiS,aktywny,3,2024-10-16,https://orka.sejm.gov.pl/rkor10.nsf/0/73E6A2D1D98FD3E9C1258BB8003981B0/%24File/RK10.350.02.pdf
351,Zbigniew Sosnowski,PSL-TD,aktywny,5,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/8244BBD3530E52C9C1258A9F0041007B/%24File/RK10.351.01.pdf
352,Marek Sowa,KO,aktywny,12,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/EE6424654D7B2B6BC1258A9F00410087/%24File/RK10.352.01.pdf
353,Katarzyna Sójka,PiS,aktywny,36,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/1E758F97AB873F31C1258A9F00410091/%24File/RK10.353.01.pdf
354,Magdalena Sroka,PSL-TD,aktywny,25,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/080DF81215762956C1258A9F0041009D/%24File/RK10.354.01.pdf
355,Mirosława Stachowiak-Różecka,PiS,aktywny,3,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B9DA264C5E9259C5C1258A9F004100AA/%24File/RK10.355.01.pdf
356,Dariusz Stefaniuk,PiS,aktywny,7,,
357,Franciszek Sterczewski,KO,aktywny,39,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/48601775760C2839C1258A9F004100B4/%24File/RK10.357.01.pdf
357,Franciszek Sterczewski,KO,aktywny,39,2024-11-12,https://orka.sejm.gov.pl/rkor10.nsf/0/CD0619A397F4ED29C1258BD300393E73/%24File/RK10.357.02.pdf
358,Piotr Paweł Strach,Polska2050-TD,aktywny,29,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/969E2E1795404FFFC1258A9F004100C0/%24File/RK10.358.01.pdf
358,Piotr Paweł Strach,Polska2050-TD,aktywny,29,2024-11-08,https://orka.sejm.gov.pl/rkor10.nsf/0/7CCBB60C870DC77CC1258BCF00382F63/%24File/RK10.358.02.pdf
358,Piotr Paweł Strach,Polska2050-TD,aktywny,29,2025-04-03,https://orka.sejm.gov.pl/rkor10.nsf/0/13AFD846459C262CC1258C6100352EA6/%24File/RK10.358.03.pdf
358,Piotr Paweł Strach,Polska2050-TD,aktywny,29,2025-09-10,https://orka.sejm.gov.pl/rkor10.nsf/0/AD734424D3B58B6FC1258D010047C439/%24File/RK10.358.04.pdf
359,Mirosław Suchoń,Polska2050-TD,aktywny,27,,
360,Marek Suski,PiS,aktywny,17,,
361,Paweł Suski,KO,aktywny,40,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/0B51F15B94C9939EC1258A9F004100CA/%24File/RK10.361.01.pdf
362,Artur Szałabawka,PiS,aktywny,41,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/A19CB36340D78FE8C1258A9F004100D5/%24File/RK10.362.01.pdf
363,Wojciech Szarama,PiS,aktywny,29,,
364,Wiesław Szczepański,Lewica,aktywny,36,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/FBA4825EB6A5C57FC1258A9F004100E0/%24File/RK10.364.01.pdf
365,Michał Szczerba,KO,wygasl,19,,
366,Krzysztof Szczucki,PiS,aktywny,5,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/9B4900A588245875C1258A9F004100E8/%24File/RK10.366.01.pdf
366,Krzysztof Szczucki,PiS,aktywny,5,2025-01-08,https://orka.sejm.gov.pl/rkor10.nsf/0/E0E945F7C93782F5C1258C0C0041DC28/%24File/RK10.366.02.pdf
367,Józefa Szczurek-Żelazko,PiS,aktywny,15,,
368,Paweł Szefernaker,PiS,wygasl,40,,
369,Andrzej Szejna,Lewica,aktywny,33,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/3B60E21EFDBA1A13C1258A9F004100F3/%24File/RK10.369.01.pdf
369,Andrzej Szejna,Lewica,aktywny,33,2025-05-05,https://orka.sejm.gov.pl/rkor10.nsf/0/A15C87C4883620F9C1258C8100350D26/%24File/RK10.369.02.pdf
370,Andrzej Szewiński,KO,aktywny,28,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/CD79319592DBDA77C1258A9F00410108/%24File/RK10.370.01.pdf
370,Andrzej Szewiński,KO,aktywny,28,2024-04-12,https://orka.sejm.gov.pl/rkor10.nsf/0/EB8F72E01DFD81E1C1258AFD00334717/%24File/RK10.370.02.pdf
371,Adam Szłapka,KO,aktywny,39,,
372,Henryk Szopiński,KO,aktywny,38,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/AFCEECF82949D052C1258A9F00410114/%24File/RK10.372.01.pdf
373,Paweł Szrot,PiS,aktywny,4,,
374,Krystyna Szumilas,KO,aktywny,29,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C13A16EFB5FF04BBC1258A9F0041011E/%24File/RK10.374.01.pdf
374,Krystyna Szumilas,KO,aktywny,29,2024-01-15,https://orka.sejm.gov.pl/rkor10.nsf/0/527C302DB5C8354DC1258AA5003BAEE1/%24File/RK10.374.02.pdf
375,Stanisław Szwed,PiS,aktywny,27,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/75F4E21F21282E0EC1258A9F00410129/%24File/RK10.375.01.pdf
376,Ewa Szymanowska,Polska2050-TD,aktywny,9,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7EC999CD9D37E9B1C1258A9F00410134/%24File/RK10.376.01.pdf
377,Tomasz Szymański,KO,aktywny,5,2024-12-16,https://orka.sejm.gov.pl/rkor10.nsf/0/16AF8C187D7A2825C1258BF5003DC6ED/%24File/RK10.377.02.pdf
378,Szymon Szynkowski vel Sęk,PiS,aktywny,39,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7FD9BA1CD2CBBA2DC1258A9F00410143/%24File/RK10.378.01.pdf
379,Łukasz Ściebiorowski,KO,aktywny,31,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/25FBFC9DB459AB50C1258A9F00410154/%24File/RK10.379.01.pdf
380,Agnieszka Ścigaj,PiS,aktywny,13,,
381,Andrzej Śliwka,PiS,aktywny,34,,
382,Paweł Śliz,Polska2050-TD,aktywny,12,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E03E27DC41352FF9C1258A9F0041015F/%24File/RK10.382.01.pdf
383,Krzysztof Śmiszek,Lewica,wygasl,3,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/8056E9BE1E0C4665C1258A9F0041016B/%24File/RK10.383.01.pdf
384,Jacek Świat,PiS,aktywny,3,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B810738D292891F9C1258A9F00410175/%24File/RK10.384.01.pdf
385,Apoloniusz Tajner,KO,aktywny,27,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/F116E69E58D045ACC1258A9F00410181/%24File/RK10.385.01.pdf
386,Krzysztof Tchórzewski,PiS,aktywny,18,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C3CCBA6E9B7D98D6C1258A9F0041018C/%24File/RK10.386.01.pdf
387,Robert Telus,PiS,aktywny,10,,
388,Ryszard Terlecki,PiS,aktywny,14,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/3FE7D4FB817E5722C1258AA0003E63A3/%24File/RK10.388.01.pdf
389,Tadeusz Tomaszewski,Lewica,aktywny,37,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/CBD93A7196FECBA7C1258A9F00410197/%24File/RK10.389.01.pdf
390,Jacek Tomczak,PSL-TD,aktywny,39,,
391,Wioleta Tomczak,Polska2050-TD,aktywny,26,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/AF2E35CB04C5308AC1258A9F004101A4/%24File/RK10.391.01.pdf
392,Cezary Tomczyk,KO,aktywny,11,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/980DF4E3E38F8AFBC1258A9F004101AE/%24File/
393,Stanisław Tomczyszyn,PSL-TD,aktywny,8,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/EFE6D9BD4798D5A0C1258A9F004101B9/%24File/RK10.393.01.pdf
394,Małgorzata Tracz,KO,aktywny,3,,
395,Tomasz Trela,Lewica,aktywny,9,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B16C5B65C6636248C1258A9F004101C4/%24File/RK10.395.01.pdf
396,Krzysztof Truskolaski,KO,aktywny,24,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7D9B6A7F7A974AC8C1258A9F004101CF/%24File/RK10.396.01.pdf
396,Krzysztof Truskolaski,KO,aktywny,24,2025-01-24,https://orka.sejm.gov.pl/rkor10.nsf/0/93E7B67D26258338C1258C1C0039F97F/%24File/RK10.396.02.pdf
396,Krzysztof Truskolaski,KO,aktywny,24,2025-04-07,https://orka.sejm.gov.pl/rkor10.nsf/0/5D86A8846758BC09C1258C6500350F59/%24File/RK10.396.03.pdf
397,Krzysztof Tuduj,Konfederacja,aktywny,3,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C8AF33C8777508AEC1258A9F004101DA/%24File/RK10.397.01.pdf
398,Sylwester Tułajew,PiS,aktywny,6,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/CB558E29A10F8200C1258A9F004101E5/%24File/RK10.398.01.pdf
399,Witold Tumanowicz,Konfederacja,aktywny,7,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/2F8B4BE02F0B6C39C1258A9F004101F0/%24File/RK10.399.01.pdf
400,Donald Tusk,KO,aktywny,19,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/D3642A760CA9B5ADC1258A9F004101FE/%24File/RK10.400.01.pdf
401,Stanisław Tyszka,Konfederacja,wygasl,26,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/50F914241BA3BF09C1258A9F00410209/%24File/RK10.401.01.pdf
402,Katarzyna Ueberhan,Lewica,aktywny,39,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7C51BBEDD2442437C1258A9F00410215/%24File/RK10.402.01.pdf
403,Jarosław Urbaniak,KO,aktywny,36,,
404,Piotr Uruski,PiS,aktywny,22,,
405,Piotr Uściński,PiS,aktywny,20,2024-11-22,https://orka.sejm.gov.pl/rkor10.nsf/0/F5F5CC2F743FEA35C1258BDD0046DBC0/%24File/RK10.405.01.pdf
406,Jarosław Wałęsa,KO,aktywny,25,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/C3F3E2364F99FEDDC1258A9F00410219/%24File/RK10.406.01.pdf
407,Marcin Warchoł,PiS,aktywny,23,,
408,Robert Wardzała,KO,aktywny,15,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/5CAA599B3CC57316C1258A9F00410221/%24File/RK10.408.01.pdf
409,Robert Warwas,PiS,aktywny,32,,
410,Jan Warzecha,PiS,aktywny,23,,
411,Małgorzata Wassermann,PiS,aktywny,13,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/7AB9310BD7C5B0D3C1258A9F0041022B/%24File/RK10.411.01.pdf
411,Małgorzata Wassermann,PiS,aktywny,13,2024-11-22,https://orka.sejm.gov.pl/rkor10.nsf/0/E82EB1E25DF48BE4C1258BDD0046DBCB/%24File/RK10.411.02.pdf
412,Michał Wawer,Konfederacja,aktywny,33,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/4A18D65D14324B09C1258A9F00410236/%24File/RK10.412.01.pdf
413,Maciej Wąsik,PiS,wygasl,16,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/05C876E6F257D317C1258A9F00410241/%24File/RK10.413.01.pdf
414,Marta Wcisło,KO,wygasl,6,,
415,Rafał Weber,PiS,aktywny,23,,
416,Marek Wesoły,PiS,aktywny,31,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/18527B5CD6804B47C1258A9F00410250/%24File/RK10.416.01.pdf
417,Joanna Wicha,Lewica,aktywny,20,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/E7A6261C8FB3B8CAC1258A9F00410260/%24File/RK10.417.01.pdf
418,Patryk Wicher,PiS,aktywny,14,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/817659CC96C4333BC1258A9F0041026F/%24File/RK10.418.01.pdf
418,Patryk Wicher,PiS,aktywny,14,2025-04-24,https://orka.sejm.gov.pl/rkor10.nsf/0/9D095896FFB6250EC1258C76003188E2/%24File/RK10.418.02.pdf
418,Patryk Wicher,PiS,aktywny,14,2025-05-12,https://orka.sejm.gov.pl/rkor10.nsf/0/00FD214876E371A0C1258C88003860FE/%24File/RK10.418.03.pdf
419,Dariusz Wieczorek,Lewica,aktywny,41,,
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,2024-02-08,https://orka.sejm.gov.pl/rkor10.nsf/0/83DD9FC2E67BD754C1258ABD0034AEE0/%24File/RK10.420.01.pdf
420,Jarosław Wiesław Wieczorek,PiS,aktywny,29,2025-01-23,https://orka.sejm.gov.pl/rkor10.nsf/0/0108105D71B646E5C1258C1B00412DB3/%24File/RK10.420.02.pdf
421,Monika Wielichowska,KO,aktywny,2,,
422,Ryszard Wilk,Konfederacja,aktywny,14,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/080E6F103A15B34BC1258A9F0041027C/%24File/RK10.422.01.pdf
423,Teresa Wilk,PiS,aktywny,34,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/B8A80E34B861CB8AC1258A9F00410288/%24File/RK10.423.01.pdf
424,Przemysław Wipler,Konfederacja,aktywny,5,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/A53CD97FAAAC13DDC1258A9F00410295/%24File/RK10.424.01.pdf
425,Aleksandra Karolina Uznańska-Wiśniewska,KO,aktywny,9,2024-11-08,https://orka.sejm.gov.pl/rkor10.nsf/0/E0CF0F46489B396DC1258BCF00382F6D/%24File/RK10.425.01.pdf
425,Aleksandra Karolina Uznańska-Wiśniewska,KO,aktywny,9,2025-04-25,https://orka.sejm.gov.pl/rkor10.nsf/0/4F646B281ABB3F3CC1258C770040E55A/%24File/RK10.425.02.pdf
425,Aleksandra Karolina Uznańska-Wiśniewska,KO,aktywny,9,2025-09-25,https://orka.sejm.gov.pl/rkor10.nsf/0/6DE0DEFF38936E67C1258D10004D0A31/%24File/RK10.425.03.pdf.pdf
426,Adrian Witczak,KO,aktywny,10,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/37B7C77210E6BA64C1258A9F004102A2/%24File/RK10.426.01.pdf
427,Mariusz Witczak,KO,aktywny,36,2024-04-15,https://orka.sejm.gov.pl/rkor10.nsf/0/3BAFD4B12DEC81C0C1258B00003D2715/%24File/RK10.427.01.pdf
427,Mariusz Witczak,KO,aktywny,36,2024-09-10,https://orka.sejm.gov.pl/rkor10.nsf/0/B139071AEC8C4DB9C1258B94003423AF/%24File/RK10.427.02.pdf
428,Elżbieta Witek,PiS,aktywny,1,,
429,Przemysław Witek,KO,aktywny,28,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/0A467548663FEA29C1258A9F004102AD/%24File/RK10.429.01.pdf
430,Kamil Wnuk,Polska2050-TD,aktywny,32,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/5A4DC0DC1C2ED0C8C1258A9F004102B8/%24File/RK10.430.01.pdf
431,Anna Wojciechowska,KO,aktywny,35,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/8DF21F0FECC6CE01C1258A9F004102C9/%24File/RK10.431.01.pdf
432,Agnieszka Wojciechowska van Heukelom,PiS,aktywny,9,2024-01-09,https://orka.sejm.gov.pl/rkor10.nsf/0/01490ECD8883C32FC1258A9F004102D7/%24File/RK10.432.01.pdf
433,Agata Wojtyszek,PiS,aktywny,33,,
